property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source
PROP_207,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,3,5,0,"Rs. 19,000/month",38000,,2000,825 sq.ft.,unfurnished,N,No,Yes,Y,4 Hours,1,No,no,N,N,No,1,1,Rohini West Metro Station,4.46km,Delhi Technological University (DTU),3.84 km,Netaji Subhash Place,4.16,,5.9km,4.7,3,yes,2026-08-10,NoBroker
PROP_208,1BHK,Fully Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Student,1,1,13,20,10,11500,"₹23,000",₹900,1100,368,Unfurnished,Y,yes,Y,1,4 Hours,Yes,N,No,yes,No,yes,yes,no,Patel Nagar Metro Station,,Kalindi College,8.68 km,Rajendra Place IT Hub,0.64 km,,,4.7,79,1,2026-07-04,99acres
PROP_209,1BHK,Semi-Furnished 1BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,3,3,5,"₹7,000","Rs. 14,000/month",Rs. 900/month,900,453,semi-furnished,No,yes,N,yes,4 Hours,Yes,Y,no,Y,0,Y,Y,no,Nirman Vihar Metro Station,2.43km,Bhim Rao Ambedkar College,6.65km,Noida Sector 62 IT Park,,1.41,4.6km,3.3,8,Yes,2026-07-05,Housing.com
PROP_210,1BHK,Fully Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,14,24,10,39k,79000,900,1200,626 sq.ft.,Unfurnished,0,1,yes,0,12 Hours,Yes,N,no,No,no,yes,Yes,no,Hauz Khas Metro Station,,IIT Delhi,2.22km,Okhla Industrial Area,7.71 km,0.96,5.03 km,4.7,35,1,2026-07-06,Housing.com
PROP_211,1BHK,Fully Furnished 1BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Student,1,1,2,5,15,"₹7,500","₹7,500",Rs. 700/month,1000,382,unfurnished,1,yes,Y,N,4 Hours,1,N,N,no,N,no,no,no,Laxmi Nagar Metro Station,2.25 km,Shyam Lal College,,Noida Sector 62 IT Park,0.78km,2.65km,840m,4.5,79,1,2026-07-15,99acres
PROP_212,2BHK,Fully Furnished 2BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Working Professional,2,2,3,12,12,13k,27000,1k,1900,778,unfurnished,Yes,yes,Yes,1,24 Hours,Y,yes,0,0,No,0,1,yes,Nirman Vihar Metro Station,1.52 km,Bhim Rao Ambedkar College,0.46 km,Noida Sector 62 IT Park,,,3.02km,3.4,48,1,2026-07-03,99acres
PROP_213,1RK,Fully Furnished 1RK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,3,3,12,"₹33,500","₹67,000",0,1100,483,Furnished,No,0,no,Y,24 Hours,yes,Yes,yes,No,no,no,no,N,Sector 42-43 Metro Station,1.81 km,GD Goenka University,6.45km,Golf Course Road Offices,6.24km,2.65km,1.95 km,3.2,53,Yes,2026-08-01,MagicBricks
PROP_214,1BHK,Semi-Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,1,1,6,20,5,12000,"Rs. 12,000/month",0,,404,semi-furnished,1,no,Y,no,4 Hours,N,yes,N,No,yes,N,1,0,Patel Nagar Metro Station,4.43km,Kalindi College,6.14 km,Rajendra Place IT Hub,2.9 km,2.56,,3.7,85,no,2026-08-09,MagicBricks
PROP_215,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Student,1,1,1,8,0,14500,"Rs. 29,000/month",0,,408,fully-furnished,0,Yes,yes,Y,12 Hours,Yes,0,yes,0,0,1,1,No,Saket Metro Station,2.64,Gargi College,0.73km,Saket District Centre,1.41km,3.89 km,,3.7,61,Y,2026-08-12,99acres
PROP_216,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,5,20,12,"Rs. 31,000/month","Rs. 62,000/month",0,1800,968,Semi-Furnished,Y,no,1,0,12 Hours,No,no,N,0,no,N,yes,no,Preet Vihar Metro Station,3.84km,Vivekananda College,5.86km,Noida Sector 62 IT Park,14.67km,4.0 km,5.0km,3.9,53,No,2026-07-11,MagicBricks
PROP_217,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,3,4,4,6500,13k,0k,1500,617,Unfurnished,N,1,N,No,24 Hours,Yes,Y,yes,No,No,Yes,Y,No,Knowledge Park II Metro Station,3.17km,Sharda University,3.21,Greater Noida Industrial Area,6.12km,1.2km,2.74km,4.2,61,Yes,2026-07-01,Housing.com
PROP_218,2BHK,Fully Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Working Bachelor,2,2,1,24,10,19500,"₹39,000","Rs. 1,400/month",,662,Unfurnished,1,1,yes,Yes,4 Hours,1,yes,0,No,Yes,0,1,yes,Vishwa Vidyalaya Metro Station,0.28km,Kirori Mal College,6.13 km,Connaught Place,,3.5,5.82km,3.3,61,Yes,2026-07-20,NoBroker
PROP_219,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,2,20,2,41000,"₹82,000",2k,1800,1197,Semi-Furnished,Y,yes,yes,yes,24 Hours,no,Y,0,yes,No,yes,Y,1,Preet Vihar Metro Station,150m,Vivekananda College,0.88 km,Noida Sector 62 IT Park,,0.74,,4.2,1,yes,2026-07-24,NoBroker
PROP_219,1RK,Semi-Furnished 1RK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,1,1,3,3,1,18500,37k,600,,353,semi-furnished,0,Y,0,yes,4 Hours,0,0,no,N,0,0,1,Yes,Green Park Metro Station,3.2km,NIFT Delhi,7.84km,Bhikaji Cama Place,,0.39km,1.88km,3.7,83,Y,2026-07-25,99acres
PROP_221,1BHK,Semi-Furnished 1BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,1,1,3,8,11,"Rs. 13,000/month","Rs. 26,000/month",2000,,607 sq.ft.,Semi-Furnished,no,0,1,no,4 Hours,no,N,N,N,no,no,Y,no,Dwarka Sector 10 Metro Station,,Netaji Subhas University of Technology (NSUT),6.44,Gurugram Sector 21 IT Park,5.39km,4.46km,4.91km,3.8,50,Y,2026-07-08,Housing.com
PROP_222,4BHK,Fully Furnished 4BHK Apartment in Patel Nagar,PATEL NAGAR,Delhi,West Delhi,Family,4,4,1,15,1,61500,"₹123,000","₹3,600",3100,2072,Furnished,N,Y,Yes,0,24 Hours,Yes,No,Y,N,yes,Y,N,no,Patel Nagar Metro Station,0.2 km,Kalindi College,,Rajendra Place IT Hub,11.55km,1.02,5.81 km,3.9,69,yes,2026-08-08,99acres
PROP_223,2BHK,Semi-Furnished 2BHK Apartment in DLF Phase 3,dlf phase 3,Gurugram,Gurugram,Family,2,2,3,12,15,"₹31,000",62k,,1000,814,semi-furnished,Y,1,1,no,12 Hours,Yes,0,0,N,Y,Y,0,0,Phase 3 Metro Station,4.33,Dronacharya College of Engineering,6.96 km,DLF Cyber City,8.67km,3.3km,0.67 km,4.4,2,Y,2026-07-21,Housing.com
PROP_224,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,7,12,4,42500,"₹85,000","₹2,500",2400,1253,Furnished,1,yes,Y,Yes,24 Hours,Yes,no,0,no,yes,Yes,Yes,yes,Mayur Vihar 1 Metro Station,2.45 km,Shaheed Sukhdev College of Business Studies,7.86,Noida Sector 62 IT Park,8.52 km,1.97 km,,4.1,23,Yes,2026-07-24,NoBroker
PROP_225,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,RAJINDER NAGAR,Delhi,Central Delhi,Family,2,2,17,20,12,"₹29,000",29000,,1500,688,fully-furnished,0,N,1,0,24 Hours,1,Yes,N,No,0,Y,Y,No,Rajendra Place Metro Station,1.05 km,Venkateshwara College,,Rajendra Place IT Hub,11.38 km,,3.67 km,4.5,17,Y,2026-07-19,NoBroker
PROP_226,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,preet vihar,Delhi,East Delhi,Family,2,2,3,3,2,34k,"Rs. 34,000/month","₹3,300",1900,1062,semi-furnished,yes,yes,No,no,4 Hours,N,yes,N,1,N,0,Y,Yes,Preet Vihar Metro Station,3.63 km,Vivekananda College,5.98 km,Noida Sector 62 IT Park,,,2.77 km,4.1,85,Yes,2026-08-04,Housing.com
PROP_227,1BHK,Fully Furnished 1BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Student,1,1,2,24,7,"Rs. 10,500/month","₹10,500",,1200,644,fully-furnished,no,0,1,N,4 Hours,Y,N,N,N,N,no,Yes,N,Vaishali Metro Station,1.54km,ABES Engineering College,5.24km,Noida Sector 62 IT Park,7.73 km,3.68km,2.61 km,4.8,38,Y,2026-08-07,NoBroker
PROP_228,1RK,Semi-Furnished 1RK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,7,8,15,5000,"₹10,000",800,400,248,semi-furnished,0,1,yes,yes,12 Hours,Y,No,Yes,No,no,1,no,No,Nirman Vihar Metro Station,2.17 km,Bhim Rao Ambedkar College,0.62,Noida Sector 62 IT Park,,4.25km,4.17,4.8,45,Yes,2026-08-11,NoBroker
PROP_229,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,laxmi nagar,Delhi,East Delhi,Family,2,2,10,20,5,13500,27k,1k,1500,838,Unfurnished,0,Y,1,yes,12 Hours,Y,1,yes,Yes,No,1,Yes,Y,Laxmi Nagar Metro Station,3.13km,Shyam Lal College,5.92km,Noida Sector 62 IT Park,10.92km,2.29km,1.0km,4.3,85,Y,2026-06-29,NoBroker
PROP_230,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sec 137,Noida,Noida,Family,3,2,4,15,1,37k,"Rs. 74,000/month",3k,,1847 sq.ft.,Furnished,no,1,no,0,24 Hours,Yes,N,N,No,no,Y,Y,no,Noida Sector 137 Metro Station,2.01km,Amity University Noida,9.51km,Noida Expressway Offices,12.1km,2.38km,,4.1,68,0,2026-08-11,99acres
PROP_231,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Working Bachelor,2,2,0,20,13,24k,24000,,1600,799,fully-furnished,Yes,N,1,Y,4 Hours,Yes,yes,N,no,0,Y,yes,1,Rajendra Place Metro Station,450m,Venkateshwara College,6.57km,Rajendra Place IT Hub,,0.3,1.04 km,4.5,33,Y,2026-07-02,99acres
PROP_232,3BHK,Fully Furnished 3BHK Apartment in Rajinder Nagar,rajinder nagar,Delhi,Central Delhi,Family,3,2,16,24,3,"Rs. 49,500/month",49k,2500,3200,1489,fully-furnished,Y,N,Y,yes,4 Hours,Y,No,no,yes,no,Y,1,0,Rajendra Place Metro Station,0.56 km,Venkateshwara College,5.27km,Rajendra Place IT Hub,12.27km,,1.38km,4.3,75,Yes,2026-07-30,Housing.com
PROP_233,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,4,4,1,"₹15,500",31k,,1900,851,fully-furnished,N,1,N,Yes,24 Hours,Y,no,0,N,N,No,N,Y,Rohini West Metro Station,3.35 km,Delhi Technological University (DTU),4.25km,Netaji Subhash Place,0.88,1.57km,1.35km,3.4,17,No,2026-07-21,MagicBricks
PROP_234,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,2,2,8,15,1,"₹11,000",22k,,1100,628 sq.ft.,Furnished,Yes,No,1,Y,12 Hours,Yes,yes,yes,Yes,No,yes,yes,No,Laxmi Nagar Metro Station,3.1 km,Shyam Lal College,8.79 km,Noida Sector 62 IT Park,8.86km,3.7,5.1 km,4.0,30,yes,2026-07-05,Housing.com
PROP_235,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,2,2,0,8,2,35k,"₹70,000",0,,1242,Unfurnished,no,N,No,No,4 Hours,Yes,Y,no,Yes,N,1,Y,no,Janakpuri West Metro Station,3.87 km,Bhaskaracharya College,,Janakpuri District Centre,6.14 km,1.1km,4.1km,4.8,31,Y,2026-07-17,MagicBricks
PROP_236,1BHK,Fully Furnished 1BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,2,12,15,12k,"Rs. 25,000/month",0,1300,476,Unfurnished,no,yes,1,yes,24 Hours,Y,N,N,N,No,Yes,Y,yes,Vishwa Vidyalaya Metro Station,,Kirori Mal College,6.78km,Connaught Place,8.56,3.15km,4.85,4.1,23,Yes,2026-08-04,MagicBricks
PROP_237,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,1,1,8,8,10,"₹24,000","Rs. 48,000/month",0,,516,fully-furnished,0,No,Yes,yes,24 Hours,1,no,No,1,no,yes,Yes,Yes,Chattarpur Metro Station,4.14 km,Jawaharlal Nehru University (JNU),4.27km,Cyber City Gurugram,14.87,3.29,5.37,4.7,11,yes,2026-07-05,MagicBricks
PROP_238,2BHK,Semi-Furnished 2BHK Apartment in Civil Lines,civil lines,Delhi,North Delhi,Family,2,2,0,5,3,60000,"₹120,000",,2800,1395,semi-furnished,No,yes,yes,Yes,4 Hours,yes,Y,0,no,No,yes,Y,0,Civil Lines Metro Station,780m,St. Stephen's College,0.91km,Connaught Place,13.57,2.47,0.34,3.8,68,1,2026-08-07,MagicBricks
PROP_239,2BHK,Semi-Furnished 2BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Bachelor,2,2,9,12,6,21500,43000,"Rs. 2,500/month",1300,834,semi-furnished,No,Y,1,No,4 Hours,Yes,Yes,0,no,yes,yes,no,No,Karol Bagh Metro Station,,Sri Guru Nanak Dev Khalsa College,5.66km,Connaught Place,5.42km,2.78 km,1.78 km,3.8,17,Yes,2026-07-17,Housing.com
PROP_240,1RK,Fully Furnished 1RK Apartment in Knowledge Park,knowledge park,Greater Noida,Greater Noida,Family,1,1,0,4,6,"₹5,000","₹5,000","₹1,200",1100,421,Unfurnished,No,Y,No,No,4 Hours,yes,N,No,N,N,Yes,yes,0,Knowledge Park II Metro Station,1.36km,Sharda University,5.37km,Greater Noida Industrial Area,11.64km,0.92 km,,3.7,79,Y,2026-07-20,Housing.com
PROP_241,4BHK,Semi-Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,0,3,15,50k,"Rs. 101,000/month",,4000,2514,Semi-Furnished,yes,1,N,No,4 Hours,no,Yes,No,0,N,No,No,Y,Janakpuri West Metro Station,4.33km,Bhaskaracharya College,6.54km,Janakpuri District Centre,8.44 km,,5.32km,3.6,24,yes,2026-07-11,MagicBricks
PROP_242,2BHK,Semi-Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,9,20,12,"₹14,000",42000,,1100,841,Semi-Furnished,Y,No,yes,N,12 Hours,no,Yes,0,0,N,Yes,No,no,Rohini West Metro Station,3.75 km,Delhi Technological University (DTU),2.97,Netaji Subhash Place,11.02 km,840m,3.78,4.4,43,Yes,2026-07-26,NoBroker
PROP_243,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Working Professional,2,2,0,8,13,58k,116k,,2200,1065,Unfurnished,No,0,Y,No,12 Hours,1,No,yes,No,No,Y,No,No,Civil Lines Metro Station,1.18km,St. Stephen's College,3.96 km,Connaught Place,7.35 km,3.57km,,3.7,76,1,2026-08-13,NoBroker
PROP_244,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,10,15,13,16500,33000,1k,1500,728,fully-furnished,Y,N,1,No,12 Hours,Yes,N,0,No,No,yes,Yes,no,Rohini West Metro Station,3.95km,Delhi Technological University (DTU),0.84 km,Netaji Subhash Place,13.33km,1.93km,,4.2,3,1,2026-08-09,99acres
PROP_245,3BHK,Fully Furnished 3BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,3,2,24,24,6,42500,85000,0,1700,1236,Furnished,yes,yes,yes,Y,4 Hours,Yes,Y,No,No,No,N,Yes,0,Patel Nagar Metro Station,4.46 km,Kalindi College,5.95 km,Rajendra Place IT Hub,2.9km,3.83km,,4.3,80,1,2026-07-02,99acres
PROP_246,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,vasant kunj,Delhi,South Delhi,Family,1,1,1,8,5,26000,52000,0,1400,525,unfurnished,no,yes,1,Yes,12 Hours,Yes,0,No,0,No,yes,N,no,Chattarpur Metro Station,2.39km,Jawaharlal Nehru University (JNU),2.44km,Cyber City Gurugram,10.22 km,3.09km,2.36km,3.6,66,Yes,2026-07-26,MagicBricks
PROP_247,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,janakpuri,Delhi,West Delhi,Family,2,2,13,24,3,29500,29500,0,1600,1140,Unfurnished,no,N,Yes,yes,12 Hours,1,no,N,N,No,no,yes,1,Janakpuri West Metro Station,2.74km,Bhaskaracharya College,9.1 km,Janakpuri District Centre,6.14,4.99km,0.97,4.9,49,Yes,2026-08-08,NoBroker
PROP_248,2BHK,Fully Furnished 2BHK Apartment in Green Park,GREEN PARK,Delhi,South Delhi,Family,2,2,14,24,14,"Rs. 63,500/month",63k,,1900,1131,fully-furnished,1,1,1,0,4 Hours,yes,N,Yes,0,0,No,No,N,Green Park Metro Station,,NIFT Delhi,9.38,Bhikaji Cama Place,10.28 km,1.46 km,,3.5,58,yes,2026-07-24,99acres
PROP_249,3BHK,Semi-Furnished 3BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,3,2,7,8,2,20500,"Rs. 41,000/month",,2600,1966,semi-furnished,N,Yes,yes,N,24 Hours,1,Yes,No,N,No,yes,Yes,No,Knowledge Park II Metro Station,4.18 km,Sharda University,9.08km,Greater Noida Industrial Area,11.24km,2.6 km,3.23,4.8,9,yes,2026-07-04,MagicBricks
PROP_250,1BHK,Fully Furnished 1BHK Apartment in DLF Phase 3,DLF Phase 3,Gurugram,Gurugram,Student,1,1,23,24,0,"Rs. 15,000/month",30000,500,800,385,unfurnished,0,Yes,Yes,1,24 Hours,1,no,No,No,yes,yes,Y,no,Phase 3 Metro Station,0.48km,Dronacharya College of Engineering,4.12km,DLF Cyber City,13.17km,1.96km,4.73km,4.1,57,N,2026-07-19,NoBroker
PROP_251,1BHK,Semi-Furnished 1BHK Apartment in DLF Phase 3,dlf phase 3,Gurugram,Gurugram,Working Bachelor,1,1,8,8,13,16k,32k,,1100,560 sq.ft.,Semi-Furnished,N,Y,Y,N,4 Hours,No,N,0,No,0,yes,1,0,Phase 3 Metro Station,0.96km,Dronacharya College of Engineering,7.76,DLF Cyber City,10.02km,0.33km,3.81km,3.7,9,No,2026-07-04,Housing.com
PROP_252,1BHK,Fully Furnished 1BHK Apartment in Noida Sector 15,Noida Sec 15,Noida,Noida,Student,1,1,12,15,12,"₹10,500","Rs. 21,000/month",,1200,500,Furnished,N,Yes,Yes,yes,4 Hours,Y,N,0,0,Y,N,yes,no,Noida Sector 15 Metro Station,3.11km,Amity University Noida,7.47km,Noida Sector 16 Commercial Hub,12.78km,3.99km,5.03 km,3.6,24,Yes,2026-07-23,Housing.com
PROP_253,2BHK,Fully Furnished 2BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,2,2,3,3,8,"₹64,500","₹64,500",0,1800,982,unfurnished,N,Y,0,N,12 Hours,yes,Y,No,No,No,0,yes,N,Green Park Metro Station,2.66,NIFT Delhi,,Bhikaji Cama Place,1.05km,4.23 km,1.5,3.7,41,Yes,2026-07-24,99acres
PROP_254,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Working Bachelor,2,2,4,4,15,17000,17k,1k,1500,709,Furnished,yes,No,N,yes,4 Hours,Y,yes,0,N,0,0,Y,yes,Rohini West Metro Station,,Delhi Technological University (DTU),7.15,Netaji Subhash Place,,4.92 km,,3.7,80,1,2026-07-21,99acres
PROP_255,1BHK,Fully Furnished 1BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,1,1,2,4,10,"Rs. 9,000/month","₹9,000",1100,1100,411,fully-furnished,Yes,1,No,1,4 Hours,yes,N,0,0,no,yes,1,N,Rohini West Metro Station,,Delhi Technological University (DTU),1.75 km,Netaji Subhash Place,0.59 km,1.96 km,3.24 km,4.5,21,N,2026-07-31,MagicBricks
PROP_256,2BHK,Fully Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Family,2,2,3,4,5,19000,38000,"₹1,400",1600,783,unfurnished,N,Y,N,N,4 Hours,Y,1,No,No,0,yes,0,yes,Vishwa Vidyalaya Metro Station,3.26km,Kirori Mal College,9.62,Connaught Place,9.86km,1.04km,2.91 km,3.6,56,yes,2026-07-08,NoBroker
PROP_257,3BHK,Fully Furnished 3BHK Apartment in Greater Kailash,greater kailash,Delhi,South Delhi,Family,3,2,9,15,8,"₹122,500",245000,0,3600,1953,fully-furnished,1,1,1,1,12 Hours,yes,N,N,0,No,1,1,yes,Kailash Colony Metro Station,,Lady Shri Ram College (LSR),1.87,Nehru Place IT Hub,,3.4km,3.7 km,4.5,63,yes,2026-07-13,99acres
PROP_258,3BHK,Fully Furnished 3BHK Apartment in Patel Nagar,PATEL NAGAR,Delhi,West Delhi,Family,3,2,11,24,6,"₹37,000",74000,2900,2300,1223,unfurnished,N,Y,1,No,24 Hours,Yes,Y,0,N,Yes,yes,No,yes,Patel Nagar Metro Station,2.93km,Kalindi College,,Rajendra Place IT Hub,13.94km,4.72 km,4.57,4.3,11,1,2026-07-27,NoBroker
PROP_259,2BHK,Fully Furnished 2BHK Apartment in Gurugram Sector 56,Gurugram Sector 56,Gurugram,Gurugram,Working Professional,2,2,0,5,3,"Rs. 26,000/month","₹52,000",,,922 sq.ft.,Unfurnished,No,Y,1,no,4 Hours,yes,yes,N,No,no,Y,No,Y,Sector 56 Metro Station,880m,IILM University,1.17,Golf Course Road Offices,0.83 km,2.88km,2.55km,4.1,43,N,2026-08-05,NoBroker
PROP_260,2BHK,Semi-Furnished 2BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,2,2,11,15,12,"₹7,500",7k,"₹1,900",1300,831 sq.ft.,semi-furnished,yes,Yes,Yes,no,24 Hours,1,0,yes,0,yes,Yes,Yes,No,Knowledge Park II Metro Station,1.91km,Sharda University,1.56km,Greater Noida Industrial Area,12.97,2.75 km,5.69km,3.4,40,yes,2026-07-01,MagicBricks
PROP_261,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,0,3,1,27500,55k,0,1700,972,semi-furnished,Yes,No,No,1,4 Hours,1,Yes,0,No,No,N,yes,No,Preet Vihar Metro Station,4.39 km,Vivekananda College,7.13 km,Noida Sector 62 IT Park,7.22km,1.14km,0.54km,4.0,31,yes,2026-07-23,MagicBricks
PROP_262,1RK,Fully Furnished 1RK Apartment in Dwarka,DWARKA,Delhi,Dwarka,Family,1,1,5,20,14,8000,"Rs. 24,000/month",0,1000,356,fully-furnished,0,0,Yes,Yes,4 Hours,yes,0,Yes,0,No,Y,Yes,No,Dwarka Sector 10 Metro Station,0.32km,Netaji Subhas University of Technology (NSUT),6.01km,Gurugram Sector 21 IT Park,10.16 km,0.8 km,1.74km,3.2,83,yes,2026-07-10,MagicBricks
PROP_263,3BHK,Semi-Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,3,2,3,4,12,"Rs. 45,500/month","Rs. 91,000/month","₹3,500",3400,1868,semi-furnished,N,1,No,1,12 Hours,0,Y,no,0,no,Y,Yes,0,Dwarka Sector 10 Metro Station,3.65 km,Netaji Subhas University of Technology (NSUT),0.95km,Gurugram Sector 21 IT Park,,1.47,5.34km,4.6,84,yes,2026-07-15,MagicBricks
PROP_264,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,0,5,2,31k,"Rs. 63,000/month",,1700,868,unfurnished,No,Y,Yes,No,4 Hours,1,N,no,0,N,yes,1,N,Rajendra Place Metro Station,2.03,Venkateshwara College,410m,Rajendra Place IT Hub,3.0km,4.1,1.78km,3.3,60,Yes,2026-08-02,NoBroker
PROP_265,4BHK,Fully Furnished 4BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,4,4,12,12,2,"Rs. 75,500/month","₹75,500",,5100,2544,Unfurnished,0,1,yes,Y,4 Hours,yes,1,0,0,Yes,0,N,0,Mayur Vihar 1 Metro Station,1.79km,Shaheed Sukhdev College of Business Studies,,Noida Sector 62 IT Park,4.34km,3.14 km,450m,4.0,39,1,2026-08-13,NoBroker
PROP_266,1RK,Semi-Furnished 1RK Apartment in Green Park,GREEN PARK,Delhi,South Delhi,Family,1,1,19,24,2,25k,50000,0,900,421,semi-furnished,No,Yes,Yes,yes,12 Hours,no,no,No,0,No,yes,Y,No,Green Park Metro Station,1.86,NIFT Delhi,7.86km,Bhikaji Cama Place,10.65,,2.35km,4.8,38,Y,2026-08-06,MagicBricks
PROP_267,3BHK,Fully Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,3,2,1,12,14,55500,"₹55,500",6k,3000,2051,Unfurnished,Yes,N,1,N,4 Hours,1,no,0,0,1,Yes,Y,No,Dwarka Sector 10 Metro Station,0.59km,Netaji Subhas University of Technology (NSUT),6.25km,Gurugram Sector 21 IT Park,10.97 km,3.46km,,4.4,61,no,2026-06-30,Housing.com
PROP_268,1BHK,Fully Furnished 1BHK Apartment in Vasant Kunj,VASANT KUNJ,Delhi,South Delhi,Family,1,1,8,12,8,32500,32500,1k,1500,620,Furnished,Y,0,Y,0,12 Hours,1,Y,N,Y,Y,1,Yes,N,Chattarpur Metro Station,3.48km,Jawaharlal Nehru University (JNU),9.66 km,Cyber City Gurugram,,2.63km,3.77 km,3.9,31,N,2026-07-28,Housing.com
PROP_269,1BHK,Semi-Furnished 1BHK Apartment in Karol Bagh,KAROL BAGH,Delhi,Central Delhi,Family,1,1,3,4,0,"₹14,000",28000,"Rs. 1,100/month",1000,501,semi-furnished,yes,Yes,No,Y,4 Hours,0,No,No,1,0,no,Yes,Y,Karol Bagh Metro Station,2.05 km,Sri Guru Nanak Dev Khalsa College,7.92km,Connaught Place,0.7km,,2.84,4.9,52,yes,2026-07-04,Housing.com
PROP_270,4BHK,Fully Furnished 4BHK Apartment in Noida Sector 62,NOIDA SECTOR 62,Noida,Noida,Family,4,4,5,12,8,"Rs. 52,500/month",52500,8k,5000,2814,fully-furnished,1,Y,1,yes,24 Hours,Yes,yes,0,0,No,1,no,no,Noida Sector 62 Metro Station,2.25km,JSS Academy of Technical Education,,Noida Sector 62 IT Park,13.08km,2.86km,2.46 km,3.5,9,N,2026-06-29,MagicBricks
PROP_271,1BHK,Fully Furnished 1BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Student,1,1,4,4,2,14500,29000,0,1400,594,Furnished,0,Y,No,N,24 Hours,Y,Y,0,yes,N,0,yes,No,Dwarka Sector 10 Metro Station,0.17 km,Netaji Subhas University of Technology (NSUT),6.96km,Gurugram Sector 21 IT Park,,4.04km,4.12 km,3.6,76,1,2026-07-12,99acres
