property_id,property_type,listing_title,locality,city,zone,renter_segment,bedrooms,bathrooms,floor,total_floors,property_age,monthly_rent,security_deposit,maintenance,electricity_estimate,area_sqft,furnishing_status,parking,balcony,lift,power_backup,water_supply,ac,wifi,food,laundry,gym,cctv,security,housekeeping,metro_station,metro_distance_km,nearest_college,college_distance_km,nearest_office_hub,office_distance_km,school_distance_km,hospital_distance_km,rating,review_count,available,listing_date,source,rent_per_sqft,vfm_student,vfm_professional,vfm_bachelor,vfm_family
PROP_185,3BHK,Fully Furnished 3BHK Apartment in Green Park,Green Park,Delhi,South Delhi,Family,3,2,3,3,15,140500,281000,0.0,3000.0,2128,Furnished,No,No,No,No,12 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Green Park Metro Station,3.43,NIFT Delhi,5.92,Bhikaji Cama Place,11.98,3.67,2.35,4.3,18,No,2026-07-31,99acres,66.02,31.7,30.9,36.5,43.5
PROP_186,3BHK,Semi-Furnished 3BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,3,2,21,24,9,22000,66000,3400.0,2100.0,1230,Semi-Furnished,Yes,Yes,Yes,No,24 Hours,No,No,No,No,No,Yes,Yes,No,Laxmi Nagar Metro Station,2.95,Shyam Lal College,8.75,Noida Sector 62 IT Park,7.49,2.52,2.82,4.3,8,Yes,2026-07-31,NoBroker,17.89,43.3,38.3,47.6,45.3
PROP_187,1BHK,Fully Furnished 1BHK Apartment in Noida Sector 62,Noida Sector 62,Noida,Noida,Student,1,1,18,24,7,9500,19000,916.0,1200.0,458,Furnished,No,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Noida Sector 62 Metro Station,1.5,JSS Academy of Technical Education,5.03,Noida Sector 62 IT Park,3.35,0.76,0.78,3.5,69,Yes,2026-07-25,MagicBricks,20.74,54.0,50.4,59.4,61.0
PROP_188,1BHK,Fully Furnished 1BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,3,5,0,55000,110000,1900.0,2000.0,799,Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,No,No,Yes,No,Yes,Sector 42-43 Metro Station,4.18,GD Goenka University,2.34,Golf Course Road Offices,10.24,1.75,1.39,3.9,21,No,2026-07-24,Housing.com,68.84,43.8,37.0,45.3,47.8
PROP_189,2BHK,Semi-Furnished 2BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,2,2,4,12,11,22500,45000,2000.0,1400.0,976,Semi-Furnished,Yes,No,Yes,No,12 Hours,Yes,Yes,No,No,No,No,Yes,Yes,Mayur Vihar 1 Metro Station,2.91,Shaheed Sukhdev College of Business Studies,2.98,Noida Sector 62 IT Park,5.86,4.63,0.93,3.4,9,Yes,2026-08-04,NoBroker,23.05,47.2,40.0,49.2,45.7
PROP_190,3BHK,Semi-Furnished 3BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,3,2,1,3,3,16000,32000,4900.0,2261.0,1441,Semi-Furnished,No,Yes,No,No,4 Hours,Yes,No,No,No,No,No,No,No,Knowledge Park II Metro Station,2.43,Sharda University,4.84,Greater Noida Industrial Area,9.93,1.12,0.72,4.4,35,Yes,2026-07-03,99acres,11.1,42.0,35.3,44.8,55.1
PROP_191,1BHK,Fully Furnished 1BHK Apartment in Noida Sector 15,Noida Sector 15,Noida,Noida,Family,1,1,0,5,0,14500,29000,1000.0,1000.0,544,Furnished,No,No,No,No,4 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Noida Sector 15 Metro Station,1.77,Amity University Noida,4.63,Noida Sector 16 Commercial Hub,6.29,1.19,2.47,4.6,11,No,2026-08-03,NoBroker,26.65,49.2,44.1,53.6,51.3
PROP_192,1RK,Fully Furnished 1RK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,0,24,8,53000,159000,1800.0,1300.0,658,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,No,Yes,No,Yes,No,Sector 42-43 Metro Station,1.71,GD Goenka University,9.27,Golf Course Road Offices,10.0,0.34,1.46,3.9,47,No,2026-07-05,99acres,80.55,47.9,44.1,52.4,58.5
PROP_193,4BHK,Fully Furnished 4BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,4,4,15,24,8,284500,569000,7454.0,4700.0,3727,Furnished,Yes,No,Yes,Yes,24 Hours,Yes,No,No,No,Yes,Yes,Yes,No,Sector 42-43 Metro Station,3.44,GD Goenka University,4.95,Golf Course Road Offices,6.62,3.37,3.6,4.8,4,Yes,2026-07-04,MagicBricks,76.33,23.0,26.5,27.7,39.9
PROP_194,1BHK,Fully Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Student,1,1,2,5,10,14500,29000,0.0,987.0,458,Furnished,No,No,Yes,No,24 Hours,Yes,Yes,No,Yes,No,Yes,Yes,No,Patel Nagar Metro Station,2.53,Kalindi College,9.41,Rajendra Place IT Hub,14.51,2.64,1.34,4.6,65,Yes,2026-08-12,NoBroker,31.66,47.0,41.9,51.5,47.2
PROP_195,3BHK,Fully Furnished 3BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,3,2,9,20,12,57500,115000,3300.0,4800.0,2118,Furnished,No,No,Yes,Yes,4 Hours,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Dwarka Sector 10 Metro Station,3.77,Netaji Subhas University of Technology (NSUT),0.98,Gurugram Sector 21 IT Park,14.47,1.53,5.39,3.4,74,No,2026-07-31,Housing.com,27.15,54.0,41.7,49.9,51.3
PROP_196,4BHK,Fully Furnished 4BHK Apartment in Gurugram Sector 45,Gurugram Sector 45,Gurugram,Gurugram,Family,4,4,24,24,9,89000,178000,4200.0,4700.0,2315,Furnished,Yes,Yes,Yes,No,12 Hours,Yes,No,No,No,No,No,Yes,Yes,HUDA City Centre Metro Station,1.07,Ansal University,4.51,Golf Course Road Offices,4.35,2.47,5.01,4.0,77,Yes,2026-07-06,Housing.com,38.44,49.4,46.9,53.8,47.1
PROP_197,2BHK,Fully Furnished 2BHK Apartment in Malviya Nagar,Malviya Nagar,Delhi,South Delhi,Family,2,2,0,5,10,43500,87000,3000.0,1700.0,1025,Furnished,Yes,No,Yes,Yes,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Malviya Nagar Metro Station,3.82,College of Vocational Studies,8.61,Okhla Industrial Area,5.34,3.26,4.52,4.6,29,Yes,2026-08-07,MagicBricks,42.44,44.1,40.6,49.1,42.6
PROP_198,2BHK,Fully Furnished 2BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Working Bachelor,2,2,8,20,4,19000,38000,1948.0,2300.0,974,Furnished,No,Yes,Yes,No,12 Hours,Yes,Yes,No,No,Yes,No,Yes,No,Noida Sector 137 Metro Station,0.74,Amity University Noida,3.18,Noida Expressway Offices,14.49,4.32,3.05,3.9,71,Yes,2026-07-18,NoBroker,19.51,59.6,52.9,62.3,44.4
PROP_199,2BHK,Fully Furnished 2BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,2,2,17,24,10,38000,114000,1850.0,1800.0,925,Furnished,Yes,Yes,Yes,Yes,12 Hours,Yes,Yes,Yes,No,No,No,Yes,Yes,Phase 3 Metro Station,2.61,Dronacharya College of Engineering,9.49,DLF Cyber City,11.05,2.3,3.1,4.4,17,No,2026-07-02,Housing.com,41.08,50.6,46.2,55.1,44.4
PROP_200,2BHK,Fully Furnished 2BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Working Bachelor,2,2,1,5,0,14500,29000,0.0,2300.0,1028,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,Yes,No,No,Yes,Yes,Knowledge Park II Metro Station,1.1,Sharda University,9.86,Greater Noida Industrial Area,9.93,1.83,4.59,4.1,2,No,2026-07-09,MagicBricks,14.11,55.5,49.7,59.3,45.3
PROP_201,2BHK,Fully Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,4,5,4,32500,65000,0.0,2300.0,964,Furnished,No,Yes,Yes,No,12 Hours,Yes,Yes,No,No,No,Yes,No,No,Preet Vihar Metro Station,3.04,Vivekananda College,0.93,Noida Sector 62 IT Park,5.17,0.88,5.77,4.0,51,Yes,2026-07-14,MagicBricks,33.71,52.2,37.8,46.7,47.4
PROP_202,1RK,Fully Furnished 1RK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Student,1,1,0,3,6,8000,16000,0.0,705.0,270,Furnished,No,No,No,No,24 Hours,Yes,Yes,No,No,No,Yes,No,No,Mayur Vihar 1 Metro Station,4.03,Shaheed Sukhdev College of Business Studies,7.21,Noida Sector 62 IT Park,6.21,1.18,1.48,4.3,1,Yes,2026-07-31,MagicBricks,29.63,40.8,34.9,44.6,48.2
PROP_203,3BHK,Fully Furnished 3BHK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Working Professional,3,2,12,20,8,127500,255000,5900.0,3600.0,2078,Furnished,No,No,Yes,No,24 Hours,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Chattarpur Metro Station,1.35,Jawaharlal Nehru University (JNU),5.83,Cyber City Gurugram,2.07,0.77,4.99,4.7,11,Yes,2026-08-01,NoBroker,61.36,46.8,50.1,54.2,53.2
PROP_204,1BHK,Semi-Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,1,1,3,3,12,8000,16000,1100.0,994.0,596,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,No,No,No,No,Yes,Yes,No,Knowledge Park II Metro Station,3.29,Sharda University,3.42,Greater Noida Industrial Area,1.06,4.53,4.2,3.2,0,Yes,2026-07-08,MagicBricks,13.42,43.8,47.8,53.2,42.5
PROP_205,1BHK,Fully Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,8,20,5,37000,75000,0.0,1600.0,640,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Hauz Khas Metro Station,0.69,IIT Delhi,5.44,Okhla Industrial Area,4.07,3.62,3.54,4.8,84,Yes,2026-07-15,Housing.com,57.81,57.2,54.1,62.5,45.3
PROP_206,2BHK,Semi-Furnished 2BHK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,2,2,2,8,13,94500,283000,4000.0,2500.0,1327,Semi-Furnished,Yes,No,Yes,Yes,4 Hours,Yes,Yes,No,No,No,No,Yes,No,Sector 42-43 Metro Station,3.8,GD Goenka University,3.82,Golf Course Road Offices,13.68,2.62,5.02,4.0,22,Yes,2026-07-09,NoBroker,71.21,39.8,36.3,43.4,40.4
PROP_207,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,3,5,0,19000,38000,0.0,2000.0,825,Furnished,No,No,Yes,Yes,4 Hours,Yes,No,No,No,No,No,Yes,Yes,Rohini West Metro Station,4.46,Delhi Technological University (DTU),3.84,Netaji Subhash Place,4.16,3.28,5.9,4.7,3,Yes,2026-08-10,NoBroker,23.03,43.9,38.4,47.5,40.0
PROP_208,1BHK,Fully Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Student,1,1,13,20,10,11500,23000,900.0,1100.0,368,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,No,No,Yes,No,Yes,Yes,No,Patel Nagar Metro Station,2.63,Kalindi College,8.68,Rajendra Place IT Hub,0.64,2.64,2.87,4.7,79,Yes,2026-07-04,99acres,31.25,50.0,59.8,63.5,46.3
PROP_209,1BHK,Semi-Furnished 1BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,3,3,5,7000,14000,900.0,900.0,453,Semi-Furnished,No,Yes,No,Yes,4 Hours,Yes,Yes,No,Yes,No,Yes,Yes,No,Nirman Vihar Metro Station,2.43,Bhim Rao Ambedkar College,6.65,Noida Sector 62 IT Park,8.96,1.41,4.6,3.3,8,Yes,2026-07-05,Housing.com,15.45,49.0,43.4,53.2,46.0
PROP_210,1BHK,Fully Furnished 1BHK Apartment in Hauz Khas,Hauz Khas,Delhi,South Delhi,Family,1,1,14,24,10,39000,79000,900.0,1200.0,626,Furnished,No,Yes,Yes,No,12 Hours,Yes,No,No,No,No,Yes,Yes,No,Hauz Khas Metro Station,2.53,IIT Delhi,2.22,Okhla Industrial Area,7.71,0.96,5.03,4.7,35,Yes,2026-07-06,Housing.com,62.3,47.6,40.4,49.2,50.3
PROP_211,1BHK,Fully Furnished 1BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Student,1,1,2,5,15,7500,7500,700.0,1000.0,382,Furnished,Yes,Yes,Yes,No,4 Hours,Yes,No,No,No,No,No,No,No,Laxmi Nagar Metro Station,2.25,Shyam Lal College,6.2,Noida Sector 62 IT Park,0.78,2.65,0.84,4.5,79,Yes,2026-07-15,99acres,19.63,46.1,52.8,57.2,47.6
PROP_212,2BHK,Fully Furnished 2BHK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Working Professional,2,2,3,12,12,13000,27000,1000.0,1900.0,778,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,Yes,No,No,No,No,Yes,Yes,Nirman Vihar Metro Station,1.52,Bhim Rao Ambedkar College,0.46,Noida Sector 62 IT Park,8.96,1.65,3.02,3.4,48,Yes,2026-07-03,99acres,16.71,68.0,48.4,58.0,45.5
PROP_213,1RK,Fully Furnished 1RK Apartment in Golf Course Road,Golf Course Road,Gurugram,Gurugram,Family,1,1,3,3,12,33500,67000,0.0,1100.0,483,Furnished,No,No,No,Yes,24 Hours,Yes,Yes,Yes,No,No,No,No,No,Sector 42-43 Metro Station,1.81,GD Goenka University,6.45,Golf Course Road Offices,6.24,2.65,1.95,3.2,53,Yes,2026-08-01,MagicBricks,69.36,46.9,42.0,50.9,42.6
PROP_214,1BHK,Semi-Furnished 1BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,1,1,6,20,5,12000,12000,0.0,706.0,404,Semi-Furnished,Yes,No,Yes,No,4 Hours,No,Yes,No,No,Yes,No,Yes,No,Patel Nagar Metro Station,4.43,Kalindi College,6.14,Rajendra Place IT Hub,2.9,2.56,2.87,3.7,85,No,2026-08-09,MagicBricks,29.7,43.8,40.4,49.1,41.6
PROP_215,1BHK,Fully Furnished 1BHK Apartment in Saket,Saket,Delhi,South Delhi,Student,1,1,1,8,0,14500,29000,0.0,912.0,408,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,Yes,No,No,Yes,Yes,No,Saket Metro Station,2.64,Gargi College,0.73,Saket District Centre,1.41,3.89,3.13,3.7,61,Yes,2026-08-12,99acres,35.54,60.3,52.7,59.0,45.1
PROP_216,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,5,20,12,31000,62000,0.0,1800.0,968,Semi-Furnished,Yes,No,Yes,No,12 Hours,No,No,No,No,No,No,Yes,No,Preet Vihar Metro Station,3.84,Vivekananda College,5.86,Noida Sector 62 IT Park,14.67,4.0,5.0,3.9,53,No,2026-07-11,MagicBricks,32.02,39.0,33.5,42.5,38.3
PROP_217,1BHK,Fully Furnished 1BHK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Student,1,1,3,4,4,6500,13000,0.0,1500.0,617,Furnished,No,Yes,No,No,24 Hours,Yes,Yes,Yes,No,No,Yes,Yes,No,Knowledge Park II Metro Station,3.17,Sharda University,3.21,Greater Noida Industrial Area,6.12,1.2,2.74,4.2,61,Yes,2026-07-01,Housing.com,10.53,47.4,40.5,50.2,48.8
PROP_218,2BHK,Fully Furnished 2BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Working Bachelor,2,2,1,24,10,19500,39000,1400.0,1293.0,662,Furnished,Yes,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,Yes,No,Yes,Yes,Vishwa Vidyalaya Metro Station,0.28,Kirori Mal College,6.13,Connaught Place,10.39,3.5,5.82,3.3,61,Yes,2026-07-20,NoBroker,29.46,68.3,62.8,72.2,42.8
PROP_219,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,2,20,2,41000,82000,2000.0,1800.0,1197,Semi-Furnished,Yes,Yes,Yes,Yes,24 Hours,No,Yes,No,Yes,No,Yes,Yes,Yes,Preet Vihar Metro Station,0.15,Vivekananda College,0.88,Noida Sector 62 IT Park,5.17,0.74,2.68,4.2,1,Yes,2026-07-24,NoBroker,34.25,77.2,63.3,71.8,56.6
PROP_221,1BHK,Semi-Furnished 1BHK Apartment in Dwarka,Dwarka,Delhi,Dwarka,Family,1,1,3,8,11,13000,26000,2000.0,1010.0,607,Semi-Furnished,No,No,Yes,No,4 Hours,No,No,No,No,No,No,Yes,No,Dwarka Sector 10 Metro Station,2.19,Netaji Subhas University of Technology (NSUT),6.44,Gurugram Sector 21 IT Park,5.39,4.46,4.91,3.8,50,Yes,2026-07-08,Housing.com,21.42,43.7,38.9,48.3,41.4
PROP_222,4BHK,Fully Furnished 4BHK Apartment in Patel Nagar,Patel Nagar,Delhi,West Delhi,Family,4,4,1,15,1,61500,123000,3600.0,3100.0,2072,Furnished,No,Yes,Yes,No,24 Hours,Yes,No,Yes,No,Yes,Yes,No,No,Patel Nagar Metro Station,0.2,Kalindi College,5.9,Rajendra Place IT Hub,11.55,1.02,5.81,3.9,69,Yes,2026-08-08,99acres,29.68,61.3,57.0,65.1,53.8
PROP_223,2BHK,Semi-Furnished 2BHK Apartment in DLF Phase 3,Dlf Phase 3,Gurugram,Gurugram,Family,2,2,3,12,15,31000,62000,0.0,1000.0,814,Semi-Furnished,Yes,Yes,Yes,No,12 Hours,Yes,No,No,No,Yes,Yes,No,No,Phase 3 Metro Station,4.33,Dronacharya College of Engineering,6.96,DLF Cyber City,8.67,3.3,0.67,4.4,2,Yes,2026-07-21,Housing.com,38.08,44.5,39.9,48.9,49.7
PROP_224,3BHK,Fully Furnished 3BHK Apartment in Mayur Vihar,Mayur Vihar,Delhi,East Delhi,Family,3,2,7,12,4,42500,85000,2500.0,2400.0,1253,Furnished,Yes,Yes,Yes,Yes,24 Hours,Yes,No,No,No,Yes,Yes,Yes,Yes,Mayur Vihar 1 Metro Station,2.45,Shaheed Sukhdev College of Business Studies,7.86,Noida Sector 62 IT Park,8.52,1.97,2.7,4.1,23,Yes,2026-07-24,NoBroker,33.92,48.6,44.2,52.8,46.0
PROP_225,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,2,2,17,20,12,29000,29000,0.0,1500.0,688,Furnished,No,No,Yes,No,24 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Rajendra Place Metro Station,1.05,Venkateshwara College,3.76,Rajendra Place IT Hub,11.38,1.98,3.67,4.5,17,Yes,2026-07-19,NoBroker,42.15,52.6,47.0,56.1,46.0
PROP_226,2BHK,Semi-Furnished 2BHK Apartment in Preet Vihar,Preet Vihar,Delhi,East Delhi,Family,2,2,3,3,2,34000,34000,3300.0,1900.0,1062,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,Yes,No,Yes,No,No,Yes,Yes,Preet Vihar Metro Station,3.63,Vivekananda College,5.98,Noida Sector 62 IT Park,5.17,2.46,2.77,4.1,85,Yes,2026-08-04,Housing.com,32.02,43.4,38.4,47.2,41.9
PROP_227,1BHK,Fully Furnished 1BHK Apartment in Indirapuram,Indirapuram,Ghaziabad,Ghaziabad,Student,1,1,2,24,7,10500,10500,0.0,1200.0,644,Furnished,No,No,Yes,No,4 Hours,Yes,No,No,No,No,No,Yes,No,Vaishali Metro Station,1.54,ABES Engineering College,5.24,Noida Sector 62 IT Park,7.73,3.68,2.61,4.8,38,Yes,2026-08-07,NoBroker,16.3,46.6,40.2,49.8,40.3
PROP_228,1RK,Semi-Furnished 1RK Apartment in Shakarpur,Shakarpur,Delhi,East Delhi,Student,1,1,7,8,15,5000,10000,800.0,400.0,248,Semi-Furnished,No,Yes,Yes,Yes,12 Hours,Yes,No,Yes,No,No,Yes,No,No,Nirman Vihar Metro Station,2.17,Bhim Rao Ambedkar College,0.62,Noida Sector 62 IT Park,8.96,4.25,4.17,4.8,45,Yes,2026-08-11,NoBroker,20.16,61.1,42.9,52.7,37.8
PROP_229,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,2,2,10,20,5,13500,27000,1000.0,1500.0,838,Furnished,No,Yes,Yes,Yes,12 Hours,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Laxmi Nagar Metro Station,3.13,Shyam Lal College,5.92,Noida Sector 62 IT Park,10.92,2.29,1.0,4.3,85,Yes,2026-06-29,NoBroker,16.11,51.5,46.0,55.5,49.9
PROP_230,3BHK,Fully Furnished 3BHK Apartment in Noida Sector 137,Noida Sector 137,Noida,Noida,Family,3,2,4,15,1,37000,74000,3000.0,3070.0,1847,Furnished,No,Yes,No,No,24 Hours,Yes,No,No,No,No,Yes,Yes,No,Noida Sector 137 Metro Station,2.01,Amity University Noida,9.51,Noida Expressway Offices,12.1,2.38,3.46,4.1,68,No,2026-08-11,99acres,20.03,44.1,40.0,48.8,49.1
PROP_231,2BHK,Fully Furnished 2BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Working Bachelor,2,2,0,20,13,24000,24000,0.0,1600.0,799,Furnished,Yes,No,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,Yes,Rajendra Place Metro Station,0.45,Venkateshwara College,6.57,Rajendra Place IT Hub,6.63,0.3,1.04,4.5,33,Yes,2026-07-02,99acres,30.04,63.3,58.6,67.8,65.5
PROP_232,3BHK,Fully Furnished 3BHK Apartment in Rajinder Nagar,Rajinder Nagar,Delhi,Central Delhi,Family,3,2,16,24,3,49500,49000,2500.0,3200.0,1489,Furnished,Yes,No,Yes,Yes,4 Hours,Yes,No,No,Yes,No,Yes,Yes,No,Rajendra Place Metro Station,0.56,Venkateshwara College,5.27,Rajendra Place IT Hub,12.27,1.98,1.38,4.3,75,Yes,2026-07-30,Housing.com,33.24,58.2,53.9,62.4,53.2
PROP_233,2BHK,Fully Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,4,4,1,15500,31000,0.0,1900.0,851,Furnished,No,Yes,No,Yes,24 Hours,Yes,No,No,No,No,No,No,Yes,Rohini West Metro Station,3.35,Delhi Technological University (DTU),4.25,Netaji Subhash Place,0.88,1.57,1.35,3.4,17,No,2026-07-21,MagicBricks,18.21,43.9,49.6,54.2,50.1
PROP_234,2BHK,Fully Furnished 2BHK Apartment in Laxmi Nagar,Laxmi Nagar,Delhi,East Delhi,Family,2,2,8,15,1,11000,22000,0.0,1100.0,628,Furnished,Yes,No,Yes,Yes,12 Hours,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Laxmi Nagar Metro Station,3.1,Shyam Lal College,8.79,Noida Sector 62 IT Park,8.86,3.7,5.1,4.0,30,Yes,2026-07-05,Housing.com,17.52,50.1,44.7,54.3,40.6
PROP_235,2BHK,Fully Furnished 2BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,2,2,0,8,2,35000,70000,0.0,2163.0,1242,Furnished,No,No,No,No,4 Hours,Yes,Yes,No,Yes,No,Yes,Yes,No,Janakpuri West Metro Station,3.87,Bhaskaracharya College,6.27,Janakpuri District Centre,6.14,1.1,4.1,4.8,31,Yes,2026-07-17,MagicBricks,28.18,41.5,37.1,46.0,49.9
PROP_236,1BHK,Fully Furnished 1BHK Apartment in Kamla Nagar,Kamla Nagar,Delhi,North Delhi,Student,1,1,2,12,15,12000,25000,0.0,1300.0,476,Furnished,No,Yes,Yes,Yes,24 Hours,Yes,No,No,No,No,Yes,Yes,Yes,Vishwa Vidyalaya Metro Station,2.63,Kirori Mal College,6.78,Connaught Place,8.56,3.15,4.85,4.1,23,Yes,2026-08-04,MagicBricks,25.21,48.5,43.3,52.9,41.7
PROP_237,1RK,Fully Furnished 1RK Apartment in Vasant Kunj,Vasant Kunj,Delhi,South Delhi,Family,1,1,8,8,10,24000,48000,0.0,1074.0,516,Furnished,No,No,Yes,Yes,24 Hours,Yes,No,No,Yes,No,Yes,Yes,Yes,Chattarpur Metro Station,4.14,Jawaharlal Nehru University (JNU),4.27,Cyber City Gurugram,14.87,3.29,5.37,4.7,11,Yes,2026-07-05,MagicBricks,46.51,46.8,41.9,51.2,42.4
PROP_238,2BHK,Semi-Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Family,2,2,0,5,3,60000,120000,0.0,2800.0,1395,Semi-Furnished,No,Yes,Yes,Yes,4 Hours,Yes,Yes,No,No,No,Yes,Yes,No,Civil Lines Metro Station,0.78,St. Stephen's College,0.91,Connaught Place,13.57,2.47,0.34,3.8,68,Yes,2026-08-07,MagicBricks,43.01,64.0,50.7,58.8,56.8
PROP_239,2BHK,Semi-Furnished 2BHK Apartment in Karol Bagh,Karol Bagh,Delhi,Central Delhi,Working Bachelor,2,2,9,12,6,21500,43000,2500.0,1300.0,834,Semi-Furnished,No,Yes,Yes,No,4 Hours,Yes,Yes,No,No,Yes,Yes,No,No,Karol Bagh Metro Station,2.05,Sri Guru Nanak Dev Khalsa College,5.66,Connaught Place,5.42,2.78,1.78,3.8,17,Yes,2026-07-17,Housing.com,25.78,48.6,43.3,52.5,44.8
PROP_240,1RK,Fully Furnished 1RK Apartment in Knowledge Park,Knowledge Park,Greater Noida,Greater Noida,Family,1,1,0,4,6,5000,5000,1200.0,1100.0,421,Furnished,No,Yes,No,No,4 Hours,Yes,No,No,No,No,Yes,Yes,No,Knowledge Park II Metro Station,1.36,Sharda University,5.37,Greater Noida Industrial Area,11.64,0.92,3.38,3.7,79,Yes,2026-07-20,Housing.com,11.88,49.7,43.9,53.7,50.7
PROP_241,4BHK,Semi-Furnished 4BHK Apartment in Janakpuri,Janakpuri,Delhi,West Delhi,Family,4,4,0,3,15,50000,101000,0.0,4000.0,2514,Semi-Furnished,Yes,Yes,No,No,4 Hours,No,Yes,No,No,No,No,No,Yes,Janakpuri West Metro Station,4.33,Bhaskaracharya College,6.54,Janakpuri District Centre,8.44,2.83,5.32,3.6,24,Yes,2026-07-11,MagicBricks,19.89,39.2,34.2,42.6,43.5
PROP_242,2BHK,Semi-Furnished 2BHK Apartment in Rohini,Rohini,Delhi,North Delhi,Family,2,2,9,20,12,14000,42000,0.0,1100.0,841,Semi-Furnished,Yes,No,Yes,No,12 Hours,No,Yes,No,No,No,Yes,No,No,Rohini West Metro Station,3.75,Delhi Technological University (DTU),2.97,Netaji Subhash Place,11.02,0.84,3.78,4.4,43,Yes,2026-07-26,NoBroker,16.65,44.3,36.9,46.4,49.7
PROP_243,2BHK,Fully Furnished 2BHK Apartment in Civil Lines,Civil Lines,Delhi,North Delhi,Working Professional,2,2,0,8,13,58000,116000,0.0,2200.0,1065,Furnished,No,No,Yes,No,12 Hours,Yes,No,Yes,No,No,Yes,No,No,Civil Lines Metro Station,1.18,St. Stephen's College,3.96,Connaught Place,7.35,3.57,3.43,3.7,76,Yes,2026-08-13,NoBroker,54.46,47.7,42.7,50.9,40.8
